基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,成立时间,自定义,手续费
590008,中邮战略新兴产业混合,2021-09-07,7.6240,7.6240,1.10,-4.75,-3.10,27.51,40.04,44.37,100.74,145.14,23.31,662.40,2012-06-12,40.9392,1.50%
005629,汇安趋势动力股票C,2021-09-07,1.7988,1.7988,2.84,-1.33,1.74,36.65,39.94,46.13,60.21,87.28,31.63,79.88,2018-04-25,38.4972,
400032,东方主题精选混合,2021-09-07,2.0390,2.0390,2.81,0.58,7.62,28.10,39.90,85.96,217.60,256.22,46.08,103.90,2015-03-23,80.9211,1.50%
720001,财通价值动量混合,2021-09-07,5.6540,6.1250,3.93,-1.64,24.35,39.54,39.85,65.47,134.61,289.39,52.98,649.12,2011-12-01,64.4717,1.50%
009008,平安科技创新混合A,2021-09-07,2.1917,2.1917,3.12,-2.39,13.38,36.06,39.82,58.47,,,35.37,119.17,2020-03-06,56.0810,1.50%
671030,西部利得事件驱动股票,2021-09-07,2.7502,2.7502,0.46,-0.94,-1.01,20.91,39.81,67.29,109.62,,37.03,175.02,2018-09-26,63.0657,1.50%
000308,建信创新中国混合,2021-09-07,6.7560,6.7560,1.33,0.84,6.90,34.26,39.73,78.31,144.34,235.29,39.59,575.60,2013-09-24,73.3175,1.50%
001978,泰信互联网+混合,2021-09-07,2.3960,2.3960,1.70,-2.48,-2.04,26.91,39.71,51.17,120.83,174.46,29.03,139.60,2016-06-08,47.0662,1.50%
000794,宝盈睿丰创新混合A/B,2021-09-07,3.29,3.29,4.18,3.98,1.04,28.32,39.64,37.89,119.63,203.23,24.81,229,2014-09-26,28.1643,1.20%
001677,中银战略新兴产业股票A,2021-09-07,3.6730,3.6730,2.54,-4.77,6.03,26.18,39.60,64.41,149.86,230.90,39.29,267.30,2015-11-26,60.3402,1.50%
460001,华泰柏瑞盛世中国混合,2021-09-07,0.7736,4.4748,3.17,-1.21,-1.91,11.78,39.53,59.84,132.79,176.54,23.68,1241.37,2005-04-27,52.3621,1.50%
003886,汇安丰利混合A,2021-09-07,2.2493,2.5204,1.70,-1.41,-1.78,13.61,39.41,64.71,143.86,151.19,41.60,174.80,2016-12-19,59.5209,1.50%
003887,汇安丰利混合C,2021-09-07,2.2050,2.4741,1.71,-1.41,-1.79,13.59,39.35,64.56,142.75,151.35,41.50,169.73,2016-12-19,59.3710,
010812,中银战略新兴产业股票C,2021-09-07,3.6620,3.6620,2.52,-4.78,5.99,26.02,39.35,,,,38.98,59.22,2020-12-11,55.304348,
009009,平安科技创新混合C,2021-09-07,2.1655,2.1655,3.12,-2.40,13.31,35.79,39.25,57.22,,,34.63,116.55,2020-03-06,54.8570,
001448,华商双翼平衡混合,2021-09-07,1.7280,1.7280,2.01,2.07,8.14,26.41,39.24,49.61,50.65,60,33.33,72.80,2015-06-16,46.5801,1.20%
008983,财通科技创新混合A,2021-09-07,1.5585,1.5585,3.66,-1.88,18.45,37.59,39.19,59.29,,,49.45,55.85,2020-07-07,,1.50%
001479,中邮风格轮动灵活配置混合,2021-09-07,2.4460,2.5690,1.41,1.87,8.09,33.59,39.14,57.91,116.65,148.83,31.36,173.39,2016-01-27,53.3893,1.50%
005630,华安研究精选混合A,2021-09-07,3.0617,3.3030,3.40,-0.18,1.17,16.20,39.14,55.17,171.33,288.15,32.70,242.31,2018-03-14,48.5563,1.50%
001267,泰达宏利蓝筹混合,2021-09-07,1.6260,1.6260,1.94,-0.31,3.11,21.07,39.09,55.90,121.22,183.77,32.63,62.60,2015-06-03,50.1438,1.50%
620004,金元顺安价值增长混合,2021-09-07,1.2880,1.2880,2.30,-3.52,5.14,31.56,39.09,47.20,71.28,118.68,28.93,28.80,2009-09-11,44.3429,1.50%
000796,宝盈睿丰创新混合C,2021-09-07,2.93,2.93,4.20,3.97,0.96,28.06,39.06,36.79,116.08,196.26,24.15,193,2014-09-26,27.1709,
519091,新华泛资源优势混合,2021-09-07,7.6754,7.6754,0.74,0.21,2.54,30.87,39.04,60.78,155.93,200.88,33.55,667.54,2009-07-13,56.7889,1.50%
000067,民生加银转债优选A,2021-09-07,1.1840,1.5840,3.41,1.54,7.54,31.56,38.97,40.62,64.44,94.10,36.25,64.43,2013-04-18,36.1045,0.80%
010622,恒越成长精选混合A,2021-09-07,1.2598,1.2598,1.93,0.14,-0.87,12.24,38.93,,,,,25.98,2021-02-09,22.27,1.50%
000068,民生加银转债优选C,2021-09-07,1.1560,1.5460,3.40,1.49,7.53,31.51,38.78,39.95,63.28,92.03,35.84,59.41,2013-04-18,35.4722,0.00%
